MMDD MAX MIN AVG DEP HDD CDD  WTR  SNW DPTH AVGW MW DIR MIN PSBL S-S WX    SPD DR2
0806  84  63  74   2   0   9 0.17  0.0    0  7.6 22 220   M    M   5 3      30 170
0807  84  69  77   6   0  12 0.25  0.0    0  7.6 20 160   M    M   8 3      25 170
0808  84  67  76   5   0  11 0.39  0.0    0  7.7 28 280   M    M   7 3      37 290
0809  81  64  73   2   0   8    T  0.0    0  9.7 22 270   M    M   3        30 280
0810  76  57  67  -4   0   2 0.04  0.0    0  8.1 26 330   M    M   6        32 290
0811  80  54  67  -4   0   2 0.00  0.0    0  6.5 21 270   M    M   3        27 310
0812  86  56  71   0   0   6    T  0.0    0  3.6 13 190   M    M   5        17 260
0813  81  67  74   3   0   9 0.38  0.0    0  4.1 18  20   M    M   9 13     23  20
0814  84  66  75   4   0  10 0.00  0.0    0  5.1 12  30   M    M   7        15  70
0815  83  62  73   2   0   8 0.19  0.0    0  5.0 21 210   M    M   6 13     24 210
0816  81  63  72   2   0   7 0.11  0.0    0  4.6 13 120   M    M   6 13     18 170
0817  88  67  78   8   0  13 0.38  0.0    0  8.6 33 320   M    M   8 13     42 330
0818  87  67  77   7   0  12 0.38  0.0    0  4.4 32 300   M    M   9 13     42 300
0819  86  69  78   8   0  13    T  0.0    0  5.7 13 260   M    M   6 1      16 260
0820  87  63  75   5   0  10 0.00  0.0    0  2.0 10 200   M    M   2        13 190
0821  85  68  77   7   0  12 0.98  0.0    0  6.3 26 290   M    M   6 13     34 290
0822  85  65  75   5   0  10 0.00  0.0    0  7.1 17 330   M    M   7 128    20 320
0823  77  58  68  -1   0   3 0.00  0.0    0  4.4 13 300   M    M   6        20 320
0824  75  53  64  -5   1   0 0.00  0.0    0  6.7 14  20   M    M   5        28 150
0825  77  54  66  -3   0   1    T  0.0    0  4.9 13  50   M    M   6        19  70
0826  78  52  65  -4   0   0    T  0.0    0  2.5  9 120   M    M   2        12 110
0827  75  53  64  -4   1   0 0.00  0.0    0  7.2 17 180   M    M   7 1      22 170
